Owner Name 1/,State,County,Country,Number of Acres,Acquisition Year,Lat,lng,Owner Type,Principal Place of Business,Secondary Interest in China,Secondary Interest in Iran,Secondary Interest in Russia,Secondary Intereset in North Korea
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,121.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,121.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,85.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,40.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,1440.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,595.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,364.8,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,492.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,464.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,335.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,333.4,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,340.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,255.7,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,271.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,218.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,234.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,170.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,203.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,158.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,209.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,109.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,125.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,326.5,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,175.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,157.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,100.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,100.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,93.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,52.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,5.0,2017.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,170.0,2018.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,401.0,2018.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,172.0,2018.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,24.0,2018.0,33.6165,-99.2135,Other,840.0,,,,
"Impact Solar 1, LLC",Texas,Lamar,998 - NO FOREIGN INVESTOR LISTED,603.337,2019.0,33.6673,-95.5712,Other,840.0,,,,
"Impact Solar 1, LLC",Texas,Lamar,998 - NO FOREIGN INVESTOR LISTED,425.315,2019.0,33.6673,-95.5712,Other,840.0,,,,
"Impact Solar 1, LLC",Texas,Lamar,998 - NO FOREIGN INVESTOR LISTED,236.362,2019.0,33.6673,-95.5712,Other,840.0,,,,
"Impact Solar 1, LLC",Texas,Lamar,998 - NO FOREIGN INVESTOR LISTED,300.915,2019.0,33.6673,-95.5712,Other,840.0,,,,
"Pine Flats Solar Project, LLC",South Carolina,Edgefield,999 - NO PREDOMINANT COUNTRY CODE,204.0,2023.0,33.7722,-81.9664,Other,840.0,0.0,0.0,0.0,0.0
"Milo Wind Project, LLC",New Mexico,Roosevelt,998 - NO FOREIGN INVESTOR LISTED,5658.0,2016.0,34.0212,-103.48,Other,840.0,,,,
Blue Cloud Wind Energy LLC,Texas,Lamb,999 - NO PREDOMINANT COUNTRY CODE,1762.0,2016.0,34.0686,-102.3517,Other,840.0,0.0,0.0,0.0,0.0
"Longhorn Wind Project, LLC",Texas,Floyd,998 - NO FOREIGN INVESTOR LISTED,8104.422,2015.0,34.0724,-101.3032,Other,840.0,,,,
"Longhorn Wind Project, LLC",Texas,Briscoe,998 - NO FOREIGN INVESTOR LISTED,5609.0,2015.0,34.5303,-101.2086,Other,840.0,,,,
"Green Plains Cattle Company, LLC",Texas,Swisher,999 - NO PREDOMINANT COUNTRY CODE,916.64,2020.0,34.5304,-101.735,Other,840.0,,,,
"TX Hereford Wind, LLC",Texas,Deaf Smith,998 - NO FOREIGN INVESTOR LISTED,16759.28,2015.0,34.966,-102.605,Other,840.0,,,,
"REDBED PLAINS WIND FARM, LLC",Oklahoma,Grady,999 - NO PREDOMINANT COUNTRY CODE,1279.604,2016.0,35.0169,-97.8841,Other,840.0,,,,
"WR Graceland Solar, LLC",Tennessee,Shelby,999 - NO PREDOMINANT COUNTRY CODE,2590.03,2023.0,35.1843,-89.8938,Other,840.0,0.0,0.0,0.0,0.0
Greenview LLC,Tennessee,Hardin,998 - NO FOREIGN INVESTOR LISTED,341.0,2014.0,35.1987,-88.1845,Other,840.0,,,,
"Red Branch Energy Center, LLC",Oklahoma,Beckham,999 - NO PREDOMINANT COUNTRY CODE,771.0,2023.0,35.2687,-99.682,Other,840.0,0.0,0.0,0.0,0.0
"Valentine Solar, LLC",California,Kern,998 - NO FOREIGN INVESTOR LISTED,1494.0,2019.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,20.0,1983.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,20.0,1993.0,35.3426,-118.7301,Other,840.0,,,,
Cameron Ridge LLC,California,Kern,999 - NO PREDOMINANT COUNTRY CODE,847.62,1998.0,35.3426,-118.7301,Other,840.0,,,,
Cameron Ridge LLC,California,Kern,999 - NO PREDOMINANT COUNTRY CODE,59.7,1998.0,35.3426,-118.7301,Other,840.0,,,,
"Pacific Crest Power, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,136.58,1999.0,35.3426,-118.7301,Other,840.0,,,,
Cameron Ridge LLC,California,Kern,999 - NO PREDOMINANT COUNTRY CODE,50.0,1999.0,35.3426,-118.7301,Other,840.0,,,,
"Pacific Crest Power, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,159.03,1999.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,40.0,1999.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,20.0,1999.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,20.0,1999.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,10.0,1999.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,17.5,1999.0,35.3426,-118.7301,Other,840.0,,,,
Cameron Ridge LLC,California,Kern,999 - NO PREDOMINANT COUNTRY CODE,159.03,2000.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,247.75,2000.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,40.0,2000.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,159.03,2000.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,40.0,2000.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,40.0,2000.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,40.0,2000.0,35.3426,-118.7301,Other,840.0,,,,
Cameron Ridge LLC,California,Kern,999 - NO PREDOMINANT COUNTRY CODE,196.4,2005.0,35.3426,-118.7301,Other,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,103.26,2005.0,35.3426,-118.7301,Other,840.0,,,,
"TKO POWER, INC.",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,10.0,2010.0,35.3426,-118.7301,Corporation,840.0,,,,
"Ridgetop Energy, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,170.0,2016.0,35.3426,-118.7301,Other,840.0,,,,
"Tehachapi Plains Wind, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,265.07,2020.0,35.3426,-118.7301,Other,840.0,,,,
"Tehachapi Plains Wind, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,68.71,2020.0,35.3426,-118.7301,Other,840.0,,,,
"Tehachapi Plains Wind, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,80.0,2020.0,35.3426,-118.7301,Other,840.0,,,,
"Tehachapi Plains Wind, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,80.0,2020.0,35.3426,-118.7301,Other,840.0,,,,
"Tehachapi Plains Wind, LLC",California,Kern,999 - NO PREDOMINANT COUNTRY CODE,80.0,2020.0,35.3426,-118.7301,Other,840.0,,,,
Salt Fork Wind LLC,Texas,Gray,998 - NO FOREIGN INVESTOR LISTED,3243.0,2014.0,35.4012,-100.8126,Other,840.0,,,,
"Colbeck's Corner, LLC",Texas,Carson,998 - NO FOREIGN INVESTOR LISTED,11099.1134,2015.0,35.4035,-101.3542,Other,840.0,0.0,0.0,0.0,0.0
"LLANO EXTACADO WIND, L.L.C.",Texas,Carson,999 - NO PREDOMINANT COUNTRY CODE,5842.0,2001.0,35.4035,-101.3542,Corporation,840.0,,,,
"LLANO EXTACADO WIND, L.L.C.",Texas,Carson,999 - NO PREDOMINANT COUNTRY CODE,5842.0,2001.0,35.4035,-101.3542,Corporation,840.0,,,,
"Spinning Spur Wind Three, LLC",Texas,Oldham,998 - NO FOREIGN INVESTOR LISTED,18180.6,2015.0,35.405,-102.6028,Other,840.0,,,,
"Stockgrower Energy Center, LLC",Oklahoma,Muskogee,999 - NO PREDOMINANT COUNTRY CODE,854.0,2023.0,35.6162,-95.3795,Other,840.0,0.0,0.0,0.0,0.0
"Stockgrower Energy Center, LLC",Oklahoma,Muskogee,999 - NO PREDOMINANT COUNTRY CODE,441.0,2023.0,35.6162,-95.3795,Other,840.0,0.0,0.0,0.0,0.0
"Stockgrower Energy Center, LLC",Oklahoma,Muskogee,999 - NO PREDOMINANT COUNTRY CODE,220.0,2023.0,35.6162,-95.3795,Other,840.0,0.0,0.0,0.0,0.0
"Stockgrower Energy Center, LLC",Oklahoma,Muskogee,999 - NO PREDOMINANT COUNTRY CODE,181.0,2023.0,35.6162,-95.3795,Other,840.0,0.0,0.0,0.0,0.0
Red Dirt Wind Project LLC,Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,720.0,2016.0,35.9193,-97.4433,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9193,-97.4433,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,116.0,2016.0,35.9193,-97.4433,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,105.0,2016.0,35.9193,-97.4433,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,40.0,2016.0,35.9193,-97.4433,Other,840.0,,,,
"Stilly Way Energy Center, LLC",Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,2041.0,2022.0,35.9193,-97.4433,Other,840.0,,,,
"Stilly Way Energy Center, LLC",Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,272.0,2023.0,35.9193,-97.4433,Other,840.0,0.0,0.0,0.0,0.0
"Stilly Way Energy Center, LLC",Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,166.0,2023.0,35.9193,-97.4433,Other,840.0,0.0,0.0,0.0,0.0
"Stilly Way Energy Center, LLC",Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,120.0,2023.0,35.9193,-97.4433,Other,840.0,0.0,0.0,0.0,0.0
"Stilly Way Energy Center, LLC",Oklahoma,Logan,999 - NO PREDOMINANT COUNTRY CODE,48.0,2023.0,35.9193,-97.4433,Other,840.0,0.0,0.0,0.0,0.0
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,1186.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,984.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,790.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,800.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,798.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,560.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,558.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,441.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,400.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,375.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,317.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,320.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,320.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,320.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,309.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,309.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,320.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,260.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,270.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,240.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,240.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,221.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,217.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,163.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,422.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,162.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,157.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,146.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,144.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,130.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,120.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,100.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,84.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,80.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,80.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,78.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,80.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,79.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,80.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,80.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Red Dirt Wind Project LLC,Oklahoma,Kingfisher,999 - NO PREDOMINANT COUNTRY CODE,27.0,2016.0,35.9454,-97.9421,Other,840.0,,,,
Emory River LLC,Tennessee,Morgan,999 - NO PREDOMINANT COUNTRY CODE,20320.0,2016.0,36.135,-84.6492,Other,840.0,,,,
"SUNDANCE WIND PROJECT, LLC",Oklahoma,Major,999 - NO PREDOMINANT COUNTRY CODE,849.0,2016.0,36.3116,-98.5359,Other,840.0,,,,
"SUNDANCE WIND PROJECT, LLC",Oklahoma,Major,999 - NO PREDOMINANT COUNTRY CODE,284.0,2016.0,36.3116,-98.5359,Other,840.0,,,,
"SUNDANCE WIND PROJECT, LLC",Oklahoma,Major,999 - NO PREDOMINANT COUNTRY CODE,160.0,2016.0,36.3116,-98.5359,Other,840.0,,,,
"SUNDANCE WIND PROJECT, LLC",Oklahoma,Major,999 - NO PREDOMINANT COUNTRY CODE,154.0,2016.0,36.3116,-98.5359,Other,840.0,,,,
"SUNDANCE WIND PROJECT, LLC",Oklahoma,Major,999 - NO PREDOMINANT COUNTRY CODE,73.0,2016.0,36.3116,-98.5359,Other,840.0,,,,
"SUNDANCE WIND PROJECT, LLC",Oklahoma,Major,999 - NO PREDOMINANT COUNTRY CODE,44.0,2016.0,36.3116,-98.5359,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,80.0,2015.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,1920.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,1646.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,1446.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,1119.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,1018.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,706.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,719.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,624.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,533.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,480.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,520.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,472.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,360.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
"THUNDER RANCH WIND PROJECT, LLC",Oklahoma,Noble,999 - NO PREDOMINANT COUNTRY CODE,322.0,2016.0,36.3886,-97.2305,Other,840.0,,,,
